session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2190,37,undergraduate,5,4,4,4,3,5
2212,38,graduate,4,3,4,4,2,5
2248,40,graduate,5,4,4,4,3,5
2283,41,graduate,5,3,4,4,2,5
412,45,undergraduate,5,3,4,4,2,5
415,47,undergraduate,5,4,4,3,2,4
418,50,undergraduate,4,3,4,3,2,4
420,55,undergraduate,5,4,4,4,3,5
422,59,undergraduate,5,3,4,4,2,5
425,67,undergraduate,5,4,4,4,3,5
428,73,undergraduate,4,3,4,4,2,4
431,123,graduate,5,3,4,4,2,5
434,125,graduate,5,4,4,4,2,5
437,127,graduate,5,4,4,4,3,5
440,129,undergraduate,4,3,4,3,2,4
443,131,undergraduate,5,3,4,4,2,5
447,137,undergraduate,4,3,4,3,2,4
450,143,graduate,4,3,4,4,2,5
452,153,graduate,5,3,4,4,2,5
455,154,graduate,4,3,4,3,2,4
458,156,graduate,5,3,4,4,2,5
461,166,graduate,5,3,4,4,2,5
464,170,graduate,5,4,4,4,3,5
467,172,high_school,5,4,4,4,3,5
470,180,graduate,4,3,4,4,2,5
473,188,high_school,4,3,4,3,2,4
476,198,high_school,4,3,4,3,2,4
479,214,high_school,4,3,4,3,2,4
482,215,high_school,4,3,4,3,2,4
484,219,high_school,4,3,4,3,2,4
486,221,high_school,4,3,4,3,2,4
489,228,undergraduate,5,3,4,4,2,5
492,229,undergraduate,5,4,4,4,3,5
496,237,undergraduate,5,4,4,4,3,5
498,239,graduate,5,3,4,4,2,5
502,241,graduate,4,3,4,3,2,4
505,242,graduate,5,3,4,4,2,5
508,244,graduate,5,3,4,4,2,5
510,246,graduate,5,4,4,4,3,5
515,250,graduate,5,3,4,4,2,5
516,251,graduate,5,4,4,4,3,5
517,254,graduate,5,3,4,4,2,5
518,265,undergraduate,4,3,4,3,2,4
519,268,undergraduate,5,3,4,4,2,5
520,269,undergraduate,4,3,4,3,2,4
521,278,undergraduate,5,3,4,4,2,5
522,285,undergraduate,5,4,4,4,3,5
523,288,high_school,5,4,4,3,2,4
524,289,high_school,4,3,4,3,2,4
525,293,undergraduate,5,3,4,4,2,5
2318,849,graduate,4,3,4,4,2,5
2345,855,undergraduate,5,3,4,4,2,5
2364,861,undergraduate,4,3,4,3,2,4
2382,863,graduate,5,4,4,4,3,5
2410,877,undergraduate,5,3,4,4,2,4
