session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2126,37,undergraduate,5,4,4,4,3,5
2183,38,graduate,5,3,4,4,2,5
2236,40,graduate,5,4,4,4,3,5
2280,41,graduate,5,3,4,4,2,5
2506,45,undergraduate,5,3,4,4,2,5
2527,47,undergraduate,5,3,4,4,2,5
2552,50,undergraduate,4,3,4,3,2,4
2582,55,undergraduate,4,3,4,3,2,4
2603,59,undergraduate,5,4,4,4,2,5
2628,67,undergraduate,5,3,4,4,2,5
2649,73,undergraduate,4,3,4,4,2,4
2674,123,graduate,5,3,4,4,2,5
2691,125,graduate,5,3,4,4,2,5
2717,127,graduate,4,3,4,3,2,4
2734,129,undergraduate,5,3,4,4,2,5
2755,131,undergraduate,5,3,4,4,2,5
2781,137,undergraduate,5,3,4,4,2,5
2802,143,graduate,5,3,4,4,2,5
2824,153,graduate,5,3,4,4,2,5
2845,154,graduate,5,3,4,4,2,5
2862,156,graduate,5,3,4,4,2,5
2883,166,graduate,5,4,4,4,3,5
2905,170,graduate,5,3,4,4,2,5
2918,172,high_school,5,4,4,4,3,5
2931,180,graduate,5,3,4,4,2,5
2948,188,high_school,5,3,4,4,2,4
2961,198,high_school,4,3,4,3,2,4
2978,214,high_school,4,3,4,4,2,4
2997,215,high_school,4,3,4,3,2,4
3014,219,high_school,5,3,4,4,2,5
3027,221,high_school,4,3,4,3,2,4
3036,228,undergraduate,5,3,4,4,2,5
3050,229,undergraduate,5,3,4,4,2,5
3059,237,undergraduate,5,3,4,4,2,4
3068,239,graduate,5,4,4,4,3,5
3077,241,graduate,5,4,4,4,3,5
3091,242,graduate,5,3,4,4,2,5
3100,244,graduate,5,3,4,4,2,5
3109,246,graduate,5,3,4,4,2,5
3117,250,graduate,5,3,4,4,2,5
3129,251,graduate,4,3,4,3,2,4
3137,254,graduate,4,3,4,3,2,4
3145,265,undergraduate,4,3,4,3,2,4
3153,268,undergraduate,5,3,4,4,2,5
3113,269,undergraduate,5,4,4,4,3,5
3121,278,undergraduate,5,4,4,4,3,5
3125,285,undergraduate,5,3,4,4,2,5
3133,288,high_school,5,4,4,4,3,5
3141,289,high_school,5,3,4,4,2,5
3149,293,undergraduate,5,4,4,4,3,5
2334,849,graduate,4,3,4,4,2,5
2361,855,undergraduate,5,3,4,4,2,5
2394,861,undergraduate,4,3,4,3,2,4
2430,863,graduate,5,3,4,4,2,5
2456,877,undergraduate,5,3,4,4,2,5
