session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2125,37,undergraduate,5,3,4,4,2,5
2182,38,graduate,5,3,4,4,2,5
2235,40,graduate,5,4,4,4,3,5
2279,41,graduate,5,3,4,4,2,5
699,45,undergraduate,4,3,4,4,2,4
708,47,undergraduate,5,3,4,4,2,5
714,50,undergraduate,5,4,4,4,3,5
722,55,undergraduate,5,4,4,4,3,5
729,59,undergraduate,5,3,4,4,2,5
736,67,undergraduate,5,4,4,4,3,5
741,73,undergraduate,4,3,4,4,2,4
749,123,graduate,5,4,4,4,3,5
754,125,graduate,5,4,4,4,3,5
758,127,graduate,5,4,4,4,3,5
762,129,undergraduate,5,3,4,4,2,5
768,131,undergraduate,5,3,4,4,2,5
773,137,undergraduate,5,3,4,4,2,5
777,143,graduate,5,3,4,4,2,5
781,153,graduate,5,3,4,4,2,5
785,154,graduate,4,3,4,4,2,5
789,156,graduate,4,3,4,4,2,5
792,166,graduate,5,3,4,4,2,5
796,170,graduate,5,4,4,4,3,5
798,172,high_school,5,3,4,4,2,4
802,180,graduate,5,3,4,4,2,5
805,188,high_school,4,3,4,3,2,4
809,198,high_school,5,4,4,3,2,4
812,214,high_school,5,4,4,4,3,5
2996,215,high_school,5,4,4,3,2,4
3013,219,high_school,5,4,4,4,3,5
3026,221,high_school,4,3,4,3,2,4
3035,228,undergraduate,5,4,4,4,3,5
3049,229,undergraduate,5,3,4,4,2,5
3058,237,undergraduate,4,3,4,3,2,4
3067,239,graduate,5,3,4,4,2,5
3076,241,graduate,5,4,4,3,2,5
3090,242,graduate,5,3,4,4,2,5
3099,244,graduate,5,4,4,3,2,5
3108,246,graduate,5,4,4,4,3,5
3116,250,graduate,5,3,4,4,2,5
3128,251,graduate,5,4,4,4,3,5
3136,254,graduate,5,3,4,4,2,5
3144,265,undergraduate,5,3,4,4,2,4
3152,268,undergraduate,5,4,4,4,3,5
3112,269,undergraduate,5,3,4,4,2,5
3120,278,undergraduate,4,3,4,3,2,4
3124,285,undergraduate,5,4,4,3,2,4
3132,288,high_school,5,4,4,4,3,5
3140,289,high_school,5,4,4,3,2,4
3148,293,undergraduate,5,4,4,4,3,5
2333,849,graduate,5,3,4,4,2,5
2360,855,undergraduate,5,3,4,4,2,5
2393,861,undergraduate,5,3,4,4,2,4
2429,863,graduate,5,3,4,4,2,5
2455,877,undergraduate,5,3,4,4,2,5
