persona_id,Q1_Accomplishment,Q2_Effort,Q3_Mental_Demand,Q4_Controllability,Q5_Temporal_Demand,Q6_Satisfaction,Current_Job_Role
0,4,2,3,4,1,4,College Teacher
1,3,2,1,4,5,3,College Teacher
2,3,3,3,3,3,3,High School Teacher
3,3,3,3,3,3,3,College Teacher
4,3,3,3,3,3,3,High School Teacher
5,4,2,3,5,1,3,High School Teacher
6,4,2,3,3,1,5,High School Teacher
7,4,2,1,5,4,5,High School Teacher
8,4,1,3,4,5,3,College Teacher
9,3,4,2,5,1,4,High School Teacher
10,4,3,2,4,5,4,College Teacher
11,3,3,3,3,3,3,High School Teacher
12,4,2,1,3,5,4,College Teacher
13,3,3,3,3,3,3,College Teacher
14,3,3,3,3,3,3,High School Teacher
15,4,2,3,4,2,3,High School Teacher
16,4,2,3,4,1,4,College Teacher
17,4,3,2,5,1,4,High School Teacher
18,4,3,2,4,5,4,College Teacher
19,4,2,3,5,1,4,High School Teacher
20,3,3,3,3,3,3,College Teacher
21,4,4,3,5,2,4,High School Teacher
22,4,2,3,4,1,4,College Teacher
23,3,3,3,3,3,3,College Teacher
24,3,3,3,3,3,3,College Teacher
25,3,3,3,3,3,3,High School Teacher
26,3,2,1,4,5,3,College Teacher
27,3,3,3,3,3,3,College Teacher
28,3,2,1,4,5,3,College Teacher
29,3,3,3,3,3,3,College Teacher
30,3,3,3,3,3,3,College Teacher
31,4,1,3,2,5,3,High School Teacher
32,3,3,3,3,3,3,College Teacher
33,4,2,3,4,1,3,College Teacher
34,2,1,2,4,5,3,College Teacher
35,4,3,2,4,5,4,High School Teacher
36,3,3,3,3,3,3,High School Teacher
37,3,3,3,3,3,3,High School Teacher
38,4,3,1,2,5,4,College Teacher
39,4,3,2,4,5,4,College Teacher
40,4,2,1,4,3,4,College Teacher
41,3,3,3,3,3,3,High School Teacher
42,4,5,2,3,1,4,High School Teacher
43,3,2,1,4,5,4,College Teacher
44,3,2,1,4,5,3,High School Teacher
45,3,3,3,3,3,3,College Teacher
46,4,1,2,4,4,3,College Teacher
47,3,3,3,3,3,3,High School Teacher
48,3,3,3,3,3,3,College Teacher
49,3,3,3,3,3,3,College Teacher
50,4,5,2,4,5,3,High School Teacher
51,4,2,3,4,1,3,High School Teacher
52,4,2,3,3,1,5,College Teacher
53,4,2,3,5,5,4,High School Teacher
54,4,2,3,5,1,4,High School Teacher
55,4,3,2,5,1,4,College Teacher
56,2,1,2,1,5,1,College Teacher
57,3,3,3,3,3,3,College Teacher
58,3,2,4,2,5,3,High School Teacher
59,2,1,3,4,5,3,College Teacher
60,4,2,3,5,1,3,College Teacher
61,3,3,3,3,3,3,High School Teacher
62,3,3,3,3,3,3,High School Teacher
63,4,1,2,3,5,3,College Teacher
64,2,3,1,4,5,3,College Teacher
