session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
896,37,undergraduate,5,4,4,4,3,5
916,38,graduate,5,3,4,4,2,5
946,40,graduate,5,3,4,4,2,5
976,41,graduate,5,3,4,4,2,5
1005,45,undergraduate,5,3,4,4,2,4
1035,47,undergraduate,4,3,4,3,2,4
1050,50,undergraduate,4,3,4,3,2,4
1090,55,undergraduate,5,4,4,3,2,4
1100,59,undergraduate,5,3,4,4,2,5
1130,67,undergraduate,4,3,4,3,2,4
1160,73,undergraduate,4,3,4,3,2,4
1180,123,graduate,5,4,4,4,3,5
1215,125,graduate,4,3,4,4,2,5
1250,127,graduate,4,3,4,4,2,5
1265,129,undergraduate,4,3,4,3,2,4
1300,131,undergraduate,4,3,4,4,2,4
1330,137,undergraduate,5,3,4,4,2,5
1345,143,graduate,5,4,4,4,3,5
1380,153,graduate,4,3,4,4,2,5
1410,154,graduate,5,3,4,4,2,5
1430,156,graduate,5,3,4,4,2,5
1460,166,graduate,5,3,4,4,2,5
1485,170,graduate,5,4,4,4,3,5
1510,172,high_school,4,3,4,3,2,4
1540,180,graduate,5,3,4,4,2,5
1565,188,high_school,4,3,4,3,2,4
1590,198,high_school,4,3,4,3,2,4
1618,214,high_school,4,3,4,3,2,4
1621,215,high_school,5,4,4,3,2,4
1641,219,high_school,5,4,4,4,3,5
1666,221,high_school,3,4,4,3,2,3
1691,228,undergraduate,5,3,4,4,2,5
1721,229,undergraduate,4,3,4,3,2,4
1746,237,undergraduate,4,3,4,3,2,4
1771,239,graduate,5,3,4,4,2,5
1801,241,graduate,5,4,4,4,3,5
1826,242,graduate,5,3,4,4,2,5
1847,244,graduate,5,4,4,4,3,5
1869,246,graduate,3,4,4,3,2,4
1892,250,graduate,5,4,4,4,3,5
1919,251,graduate,4,3,4,4,2,5
1936,254,graduate,5,4,4,4,3,5
1963,265,undergraduate,4,3,4,4,2,4
1976,268,undergraduate,4,3,4,3,2,4
1992,269,undergraduate,5,3,4,4,2,5
2027,278,undergraduate,4,3,4,3,2,4
2070,285,undergraduate,4,3,4,3,2,4
2092,288,high_school,3,4,4,3,2,3
2118,289,high_school,4,3,4,3,2,4
2144,293,undergraduate,5,3,4,4,2,5
1856,849,graduate,5,4,4,4,3,5
1883,855,undergraduate,5,3,4,4,2,5
1905,861,undergraduate,5,3,4,4,2,5
1932,863,graduate,5,4,4,3,2,5
1950,877,undergraduate,3,4,4,3,2,3
