session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
895,37,undergraduate,4,3,4,3,2,4
915,38,graduate,5,4,4,4,3,5
945,40,graduate,5,3,4,4,2,5
975,41,graduate,5,3,4,4,2,5
1004,45,undergraduate,5,3,4,4,2,5
1034,47,undergraduate,5,4,4,4,2,5
1049,50,undergraduate,4,3,4,4,2,4
1089,55,undergraduate,4,3,4,4,2,4
1099,59,undergraduate,4,3,4,4,2,4
1129,67,undergraduate,4,3,4,3,2,4
1159,73,undergraduate,4,3,4,3,2,4
1179,123,graduate,4,3,4,3,2,4
1214,125,graduate,5,4,4,4,3,5
1249,127,graduate,4,3,4,4,2,5
1264,129,undergraduate,5,3,4,4,2,5
1299,131,undergraduate,5,3,4,4,2,5
1329,137,undergraduate,4,3,4,4,2,4
1344,143,graduate,4,3,4,3,2,4
1379,153,graduate,4,3,4,4,2,5
1409,154,graduate,5,4,4,3,2,5
1429,156,graduate,5,4,4,4,3,5
1459,166,graduate,5,4,4,4,3,5
1484,170,graduate,5,4,4,4,3,5
1509,172,high_school,4,3,4,3,2,4
1539,180,graduate,5,3,4,4,2,5
1564,188,high_school,4,3,4,4,2,4
1589,198,high_school,4,3,4,3,2,4
1617,214,high_school,4,3,4,3,2,4
1620,215,high_school,5,4,4,3,2,4
1640,219,high_school,4,3,4,3,2,4
1665,221,high_school,4,3,4,3,2,4
1690,228,undergraduate,5,3,4,4,2,5
1720,229,undergraduate,5,3,4,4,2,5
1745,237,undergraduate,4,3,4,4,2,4
1770,239,graduate,4,3,4,3,2,4
1800,241,graduate,5,4,4,4,2,5
1825,242,graduate,5,4,4,4,3,5
1846,244,graduate,5,3,4,4,2,5
1868,246,graduate,5,4,4,4,3,5
1891,250,graduate,5,3,4,4,2,5
1918,251,graduate,5,4,4,4,3,5
1935,254,graduate,4,3,4,4,2,5
1962,265,undergraduate,4,3,4,3,2,4
1975,268,undergraduate,5,3,4,4,2,5
1991,269,undergraduate,4,3,4,3,2,4
2026,278,undergraduate,4,3,4,4,2,4
2069,285,undergraduate,5,3,4,4,2,5
2091,288,high_school,5,4,4,4,3,5
2117,289,high_school,4,3,4,3,2,4
2143,293,undergraduate,5,4,4,4,2,5
1855,849,graduate,5,4,4,4,3,5
1882,855,undergraduate,5,3,4,4,2,5
1904,861,undergraduate,4,3,4,3,2,4
1931,863,graduate,5,3,4,4,2,5
1949,877,undergraduate,5,4,4,4,3,5
