session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2192,37,undergraduate,4,3,4,4,2,4
2214,38,graduate,5,4,4,4,3,5
2250,40,graduate,5,4,4,4,2,5
2285,41,graduate,5,4,4,4,2,5
2434,45,undergraduate,4,3,4,3,2,4
2443,47,undergraduate,4,3,4,3,2,4
2460,50,undergraduate,5,3,4,4,2,4
2477,55,undergraduate,5,4,4,3,2,4
2486,59,undergraduate,5,3,4,4,2,5
2503,67,undergraduate,5,4,4,4,3,5
2516,73,undergraduate,5,4,4,4,3,5
2532,123,graduate,5,3,4,4,2,5
2549,125,graduate,5,4,4,4,3,5
2562,127,graduate,5,4,4,4,3,5
2579,129,undergraduate,4,3,4,3,2,4
2591,131,undergraduate,5,3,4,4,2,5
2608,137,undergraduate,5,4,4,4,3,5
2625,143,graduate,5,3,4,4,2,5
2642,153,graduate,5,3,4,4,2,5
2654,154,graduate,5,4,4,4,3,5
2671,156,graduate,5,3,4,4,2,5
2684,166,graduate,5,4,4,4,3,5
2701,170,graduate,5,3,4,4,2,5
2710,172,high_school,4,3,4,3,2,4
2722,180,graduate,5,3,4,4,2,5
2739,188,high_school,4,3,4,3,2,4
2748,198,high_school,5,4,4,4,3,5
2765,214,high_school,4,3,4,3,2,4
2778,215,high_school,4,3,4,3,2,4
2786,219,high_school,4,3,4,3,2,4
2799,221,high_school,4,3,4,4,2,4
2812,228,undergraduate,5,3,4,4,2,5
2829,229,undergraduate,5,4,4,3,2,4
2842,237,undergraduate,4,3,4,3,2,4
2855,239,graduate,4,3,4,4,2,5
2867,241,graduate,5,3,4,4,2,5
2880,242,graduate,5,3,4,4,2,5
2893,244,graduate,4,3,4,3,2,4
2902,246,graduate,4,3,4,3,2,4
2915,250,graduate,5,3,4,4,2,5
2928,251,graduate,5,4,4,4,3,5
2936,254,graduate,5,4,4,4,2,5
2945,265,undergraduate,4,3,4,4,2,4
2958,268,undergraduate,4,3,4,3,2,4
2971,269,undergraduate,5,3,4,4,2,5
2975,278,undergraduate,4,3,4,3,2,4
2988,285,undergraduate,5,3,4,4,2,5
3001,288,high_school,4,3,4,3,2,4
3010,289,high_school,3,4,4,3,2,3
3018,293,undergraduate,5,3,4,4,2,5
2320,849,graduate,5,3,4,4,2,5
2347,855,undergraduate,4,3,4,3,2,4
2366,861,undergraduate,5,3,4,4,2,5
2384,863,graduate,5,3,4,4,2,5
2412,877,undergraduate,4,3,4,4,2,4
