session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2193,37,undergraduate,5,4,4,4,2,5
2215,38,graduate,5,3,4,4,2,5
2251,40,graduate,5,3,4,4,2,5
2286,41,graduate,5,4,4,4,3,5
2435,45,undergraduate,4,3,4,3,2,4
2444,47,undergraduate,5,3,4,4,2,5
2461,50,undergraduate,4,3,4,4,2,4
2478,55,undergraduate,4,3,4,3,2,4
2487,59,undergraduate,5,4,4,3,2,4
2504,67,undergraduate,5,3,4,4,2,5
2517,73,undergraduate,5,3,4,4,2,5
2533,123,graduate,5,3,4,4,2,5
2550,125,graduate,5,3,4,4,2,5
2563,127,graduate,5,3,4,4,2,5
2580,129,undergraduate,5,4,4,3,2,5
2592,131,undergraduate,5,3,4,4,2,5
2609,137,undergraduate,5,4,4,4,3,5
2626,143,graduate,5,3,4,4,2,5
2643,153,graduate,5,3,4,4,2,5
2655,154,graduate,4,3,4,3,2,4
2672,156,graduate,5,3,4,4,2,5
2685,166,graduate,4,3,4,3,2,4
2702,170,graduate,5,3,4,4,2,5
2711,172,high_school,5,4,4,4,3,5
2723,180,graduate,3,4,4,3,2,3
2740,188,high_school,3,4,4,3,2,4
2749,198,high_school,4,3,4,3,2,4
2766,214,high_school,4,3,4,3,2,4
2779,215,high_school,4,3,4,3,2,4
2787,219,high_school,4,3,4,3,2,4
2800,221,high_school,5,4,4,3,2,4
2813,228,undergraduate,5,4,4,4,3,5
2830,229,undergraduate,5,4,4,4,3,5
2843,237,undergraduate,5,4,4,4,2,5
2856,239,graduate,4,3,4,3,2,4
2868,241,graduate,5,4,4,4,3,5
2881,242,graduate,5,4,4,4,3,5
2894,244,graduate,5,3,4,4,2,5
2903,246,graduate,5,4,4,3,2,5
2916,250,graduate,5,3,4,4,2,5
2929,251,graduate,5,3,4,4,2,5
2937,254,graduate,5,3,4,4,2,5
2946,265,undergraduate,5,4,4,4,2,5
2959,268,undergraduate,3,4,4,3,2,4
2972,269,undergraduate,5,4,4,4,3,5
2976,278,undergraduate,4,3,4,3,2,4
2989,285,undergraduate,4,3,4,3,2,4
3002,288,high_school,5,4,4,3,2,4
3011,289,high_school,4,3,4,3,2,4
3019,293,undergraduate,4,3,4,3,2,4
2321,849,graduate,4,3,4,4,2,5
2348,855,undergraduate,5,3,4,4,2,5
2367,861,undergraduate,5,4,4,4,3,5
2385,863,graduate,5,3,4,4,2,5
2413,877,undergraduate,5,4,4,4,3,5
