session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
884,37,undergraduate,5,4,4,4,3,5
924,38,graduate,5,3,4,4,2,5
934,40,graduate,5,3,4,4,2,5
964,41,graduate,5,3,4,4,2,5
993,45,undergraduate,4,3,4,4,2,4
1018,47,undergraduate,5,3,4,4,2,5
1043,50,undergraduate,5,3,4,4,2,5
1073,55,undergraduate,4,3,4,3,2,4
1103,59,undergraduate,4,3,4,4,2,4
1138,67,undergraduate,4,3,4,3,2,4
1163,73,undergraduate,5,3,4,4,2,5
1193,123,graduate,5,4,4,4,3,5
1208,125,graduate,5,4,4,4,3,5
1243,127,graduate,5,3,4,4,2,5
1258,129,undergraduate,5,3,4,4,2,5
1283,131,undergraduate,5,3,4,4,2,5
1313,137,undergraduate,4,3,4,4,2,4
1338,143,graduate,5,3,4,4,2,5
1363,153,graduate,5,3,4,4,2,5
1393,154,graduate,5,4,4,4,3,5
1413,156,graduate,5,3,4,4,2,5
1443,166,graduate,5,4,4,3,2,5
1468,170,graduate,5,4,4,4,3,5
1493,172,high_school,5,4,3,4,2,5
1523,180,graduate,3,4,4,3,2,4
1543,188,high_school,4,3,4,4,2,4
1573,198,high_school,5,4,4,3,2,4
1598,214,high_school,4,3,4,3,2,4
1986,215,high_school,4,3,4,3,2,4
1624,219,high_school,4,3,4,3,2,4
1644,221,high_school,5,4,4,4,3,5
1674,228,undergraduate,5,3,4,4,2,5
1699,229,undergraduate,5,3,4,4,2,5
1724,237,undergraduate,5,3,4,4,2,5
1754,239,graduate,4,3,4,4,2,5
1774,241,graduate,4,3,4,3,2,4
1804,242,graduate,5,4,4,4,3,5
1834,244,graduate,5,3,4,4,2,5
2021,246,graduate,5,4,4,4,3,5
2042,250,graduate,4,3,4,3,2,4
2077,251,graduate,5,4,4,4,3,5
2112,254,graduate,4,3,4,3,2,4
2138,265,undergraduate,4,3,4,3,2,4
2173,268,undergraduate,3,4,4,3,2,4
2199,269,undergraduate,4,3,4,3,2,4
2217,278,undergraduate,5,3,4,4,2,5
2239,285,undergraduate,4,3,4,3,2,4
2266,288,high_school,5,4,3,4,2,4
2288,289,high_school,4,3,4,3,2,4
2314,293,undergraduate,5,3,4,4,2,5
2000,849,graduate,5,3,4,4,2,5
2038,855,undergraduate,5,3,4,4,2,5
2073,861,undergraduate,5,4,4,3,2,4
2108,863,graduate,4,3,4,4,2,5
2151,877,undergraduate,5,3,4,4,2,5
