session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
907,37,undergraduate,5,3,4,4,2,4
957,38,graduate,5,3,4,4,2,5
987,40,graduate,5,4,4,4,2,5
1017,41,graduate,5,4,4,4,3,5
1066,45,undergraduate,4,3,4,3,2,4
1111,47,undergraduate,4,3,4,3,2,4
1146,50,undergraduate,4,3,4,4,2,4
1191,55,undergraduate,5,3,4,4,2,5
1226,59,undergraduate,5,3,4,4,2,5
1281,67,undergraduate,5,4,4,3,2,4
1306,73,undergraduate,4,3,4,4,2,4
1361,123,graduate,5,3,4,4,2,5
1401,125,graduate,4,3,4,3,2,4
1441,127,graduate,5,3,4,4,2,5
1491,129,undergraduate,4,3,4,4,2,4
1521,131,undergraduate,5,3,4,4,2,5
1571,137,undergraduate,5,3,4,4,2,4
1606,143,graduate,3,4,4,3,2,4
2265,153,graduate,5,3,4,4,2,5
1672,154,graduate,5,3,4,4,2,5
1707,156,graduate,5,3,4,4,2,5
1752,166,graduate,4,3,4,4,2,5
1787,170,graduate,5,3,4,4,2,5
1832,172,high_school,4,3,4,3,2,4
2309,180,graduate,5,3,4,4,2,5
2340,188,high_school,4,3,4,3,2,4
2358,198,high_school,5,4,4,3,2,4
2381,214,high_school,4,3,4,3,2,4
2404,215,high_school,4,3,4,3,2,4
2427,219,high_school,4,3,4,4,2,4
2453,221,high_school,5,4,4,4,3,5
2475,228,undergraduate,5,3,4,4,2,5
2496,229,undergraduate,5,4,4,4,3,5
2526,237,undergraduate,5,3,4,4,2,4
2547,239,graduate,5,3,4,4,2,5
2572,241,graduate,5,4,4,3,2,5
2597,242,graduate,5,3,4,4,2,5
2623,244,graduate,5,3,4,4,2,5
2648,246,graduate,5,4,4,4,3,5
2669,250,graduate,5,4,4,4,3,5
2690,251,graduate,5,3,4,4,2,5
2716,254,graduate,5,4,4,4,3,5
2733,265,undergraduate,5,4,4,3,2,4
2754,268,undergraduate,5,3,4,4,2,5
2776,269,undergraduate,5,3,4,4,2,5
2797,278,undergraduate,4,3,4,3,2,4
2818,285,undergraduate,5,4,4,3,2,4
2840,288,high_school,5,4,4,4,2,5
2861,289,high_school,5,4,4,4,3,5
2878,293,undergraduate,5,4,4,3,2,4
2102,849,graduate,4,3,4,3,2,4
2159,855,undergraduate,4,3,4,4,2,4
2207,861,undergraduate,5,4,4,4,2,5
2247,863,graduate,4,3,4,4,2,5
2301,877,undergraduate,5,3,4,4,2,5
