session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
904,37,undergraduate,4,3,4,4,2,4
954,38,graduate,5,4,4,4,3,5
984,40,graduate,5,4,4,4,3,5
1014,41,graduate,5,3,4,4,2,5
1063,45,undergraduate,5,3,4,4,2,5
1108,47,undergraduate,5,3,4,4,2,5
1143,50,undergraduate,4,3,4,3,2,4
1188,55,undergraduate,5,3,4,4,2,5
1223,59,undergraduate,5,3,4,4,2,5
1278,67,undergraduate,5,3,4,4,2,5
1303,73,undergraduate,4,3,4,4,2,4
1358,123,graduate,5,3,4,4,2,5
1398,125,graduate,5,4,4,4,3,5
1438,127,graduate,4,3,4,4,2,5
1488,129,undergraduate,5,4,4,4,3,5
1518,131,undergraduate,5,3,4,4,2,5
1568,137,undergraduate,5,4,4,3,2,5
1603,143,graduate,5,3,4,4,2,5
2262,153,graduate,5,3,4,4,2,5
1669,154,graduate,5,3,4,4,2,5
1704,156,graduate,5,3,4,4,2,5
1749,166,graduate,4,3,4,3,2,4
1784,170,graduate,5,3,4,4,2,5
1829,172,high_school,4,3,4,3,2,4
2306,180,graduate,5,3,4,4,2,5
2337,188,high_school,5,4,4,4,3,5
2355,198,high_school,5,3,4,4,2,5
2378,214,high_school,5,4,4,3,2,4
2401,215,high_school,5,3,4,4,2,5
2424,219,high_school,4,3,4,3,2,4
2450,221,high_school,5,4,4,4,3,5
2472,228,undergraduate,4,3,4,3,2,4
2493,229,undergraduate,5,4,4,4,3,5
2523,237,undergraduate,5,3,4,4,2,5
2544,239,graduate,5,3,4,4,2,5
2569,241,graduate,5,4,4,4,2,5
2594,242,graduate,5,3,4,4,2,5
2620,244,graduate,5,4,4,4,3,5
2645,246,graduate,5,3,4,4,2,5
2666,250,graduate,5,4,4,4,3,5
2687,251,graduate,5,3,4,4,2,5
2713,254,graduate,5,3,4,4,2,5
2730,265,undergraduate,4,3,4,4,2,4
2751,268,undergraduate,5,3,4,4,2,5
2773,269,undergraduate,5,3,4,4,2,5
2794,278,undergraduate,5,4,4,4,2,5
2815,285,undergraduate,5,3,4,4,2,5
2837,288,high_school,5,4,4,3,2,4
2858,289,high_school,5,4,4,4,3,5
2875,293,undergraduate,4,3,4,4,2,4
2099,849,graduate,5,3,4,4,2,5
2156,855,undergraduate,4,3,4,3,2,4
2204,861,undergraduate,5,3,4,4,2,4
2244,863,graduate,5,3,4,4,2,5
2298,877,undergraduate,5,3,4,4,2,5
