session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
886,37,undergraduate,4,3,4,4,2,5
926,38,graduate,5,3,4,4,2,5
936,40,graduate,5,3,4,4,2,5
966,41,graduate,5,3,4,4,2,5
995,45,undergraduate,4,3,4,3,2,4
1020,47,undergraduate,5,3,4,4,2,4
1045,50,undergraduate,4,3,4,3,2,4
1075,55,undergraduate,5,4,4,4,3,5
1105,59,undergraduate,5,3,4,4,2,5
1140,67,undergraduate,4,3,4,3,2,4
1165,73,undergraduate,5,4,4,4,3,5
1195,123,graduate,5,3,4,4,2,5
1210,125,graduate,4,3,4,4,2,5
1245,127,graduate,5,3,4,4,2,5
1260,129,undergraduate,4,3,4,3,2,4
1285,131,undergraduate,5,3,4,4,2,5
1315,137,undergraduate,5,3,4,4,2,5
1340,143,graduate,4,3,4,4,2,5
1365,153,graduate,5,3,4,4,2,5
1395,154,graduate,5,3,4,4,2,5
1415,156,graduate,5,3,4,4,2,5
1445,166,graduate,5,3,4,4,2,5
1470,170,graduate,4,3,4,4,2,5
1495,172,high_school,5,4,4,3,2,4
1525,180,graduate,5,4,4,4,3,5
1545,188,high_school,4,3,4,3,2,4
1575,198,high_school,4,3,4,3,2,4
1600,214,high_school,4,3,4,4,2,4
1988,215,high_school,4,3,4,3,2,4
1626,219,high_school,3,4,4,3,2,3
1646,221,high_school,4,3,4,3,2,4
1676,228,undergraduate,5,3,4,4,2,5
1701,229,undergraduate,4,3,4,4,2,4
1726,237,undergraduate,4,3,4,4,2,4
1756,239,graduate,5,4,4,4,2,5
1776,241,graduate,5,4,4,4,2,5
1806,242,graduate,4,3,4,4,2,4
1836,244,graduate,5,3,4,4,2,5
2023,246,graduate,5,3,4,4,2,5
2044,250,graduate,5,4,4,4,3,5
2079,251,graduate,5,4,4,4,3,5
2114,254,graduate,5,3,4,4,2,5
2140,265,undergraduate,4,3,4,3,2,4
2175,268,undergraduate,4,3,4,4,2,4
2201,269,undergraduate,5,3,4,4,2,5
2219,278,undergraduate,5,3,4,4,2,5
2241,285,undergraduate,5,3,4,4,2,4
2268,288,high_school,3,4,4,3,2,4
2290,289,high_school,4,3,4,3,2,4
2316,293,undergraduate,5,3,4,4,2,5
2002,849,graduate,5,4,4,4,3,5
2040,855,undergraduate,4,3,4,4,2,5
2075,861,undergraduate,5,3,4,4,2,5
2110,863,graduate,5,3,4,4,2,5
2153,877,undergraduate,5,4,4,4,3,5
