session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
883,37,undergraduate,4,3,4,4,2,4
923,38,graduate,4,3,4,4,2,5
933,40,graduate,5,3,4,4,2,5
963,41,graduate,5,3,4,4,2,5
379,45,undergraduate,5,3,4,4,2,5
381,47,undergraduate,5,3,4,4,2,5
591,50,undergraduate,5,3,4,4,2,4
595,55,undergraduate,5,4,4,4,3,5
596,59,undergraduate,5,3,4,4,2,5
600,67,undergraduate,4,3,4,3,2,4
602,73,undergraduate,5,4,4,4,3,5
606,123,graduate,4,3,4,3,2,4
611,125,graduate,4,3,4,3,2,4
613,127,graduate,5,4,4,4,3,5
617,129,undergraduate,5,4,4,3,2,4
620,131,undergraduate,4,3,4,3,2,4
623,137,undergraduate,4,3,4,3,2,4
627,143,graduate,4,3,4,3,2,4
630,153,graduate,5,3,4,4,2,5
633,154,graduate,5,4,4,4,3,5
637,156,graduate,4,3,4,4,2,5
639,166,graduate,5,3,4,4,2,5
643,170,graduate,5,3,4,4,2,5
647,172,high_school,4,3,4,3,2,4
650,180,graduate,4,3,4,3,2,4
653,188,high_school,4,3,4,3,2,4
657,198,high_school,4,3,4,3,2,4
660,214,high_school,4,3,4,3,2,4
663,215,high_school,4,3,4,3,2,4
666,219,high_school,4,3,4,3,2,4
668,221,high_school,5,4,4,4,3,5
672,228,undergraduate,5,3,4,4,2,5
674,229,undergraduate,4,3,4,3,2,4
678,237,undergraduate,5,4,4,4,3,5
682,239,graduate,5,3,4,4,2,5
685,241,graduate,4,3,4,3,2,4
688,242,graduate,5,3,4,4,2,5
692,244,graduate,4,3,4,4,2,5
698,246,graduate,5,4,4,4,3,5
703,250,graduate,5,3,4,4,2,5
707,251,graduate,5,4,4,4,3,5
713,254,graduate,5,3,4,4,2,5
718,265,undergraduate,4,3,4,4,2,4
724,268,undergraduate,5,3,4,4,2,5
728,269,undergraduate,5,3,4,4,2,5
733,278,undergraduate,5,3,4,4,2,5
735,285,undergraduate,4,3,4,3,2,4
739,288,high_school,4,3,4,3,2,4
743,289,high_school,4,3,4,4,2,4
746,293,undergraduate,5,3,4,4,2,5
1999,849,graduate,5,3,4,4,2,5
2037,855,undergraduate,5,3,4,4,2,5
2072,861,undergraduate,4,3,4,3,2,4
2107,863,graduate,5,3,4,4,2,5
2150,877,undergraduate,5,3,4,4,2,5
