session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2223,37,undergraduate,4,3,4,3,2,4
2259,38,graduate,5,3,4,4,2,5
2294,40,graduate,5,3,4,4,2,5
2329,41,graduate,5,4,4,4,3,5
373,45,undergraduate,5,3,3,4,2,5
701,47,undergraduate,5,3,4,4,2,5
2387,50,undergraduate,4,3,4,3,2,4
2405,55,undergraduate,4,3,4,4,2,4
2419,59,undergraduate,5,4,4,3,2,4
2437,67,undergraduate,4,3,4,3,2,4
2463,73,undergraduate,5,4,4,4,3,5
2480,123,graduate,5,3,4,4,2,5
2497,125,graduate,4,3,4,3,2,4
2510,127,graduate,5,3,4,4,2,5
2535,129,undergraduate,4,3,4,3,2,4
2556,131,undergraduate,5,3,4,4,2,5
2573,137,undergraduate,5,3,4,4,2,5
2598,143,graduate,5,3,4,4,2,5
2615,153,graduate,5,3,4,4,2,5
2636,154,graduate,3,4,4,3,2,4
2657,156,graduate,5,4,4,4,3,5
2678,166,graduate,5,4,4,4,3,5
2695,170,graduate,5,4,4,4,3,5
2704,172,high_school,4,3,4,3,2,4
2725,180,graduate,4,3,4,4,2,5
2742,188,high_school,4,3,4,3,2,4
2759,198,high_school,4,3,4,3,2,4
2768,214,high_school,4,3,4,3,2,4
2789,215,high_school,4,3,4,3,2,4
2806,219,high_school,4,3,4,3,2,4
2819,221,high_school,4,3,4,3,2,4
2832,228,undergraduate,5,3,4,4,2,5
2849,229,undergraduate,4,3,4,3,2,4
2870,237,undergraduate,5,4,4,4,3,5
2887,239,graduate,5,4,4,4,2,5
2896,241,graduate,5,4,4,4,3,5
2909,242,graduate,3,4,4,3,2,4
2922,244,graduate,5,4,4,4,3,5
2939,246,graduate,5,4,4,4,3,5
2952,250,graduate,5,3,4,4,2,5
2965,251,graduate,4,3,4,3,2,4
2982,254,graduate,5,3,4,4,2,5
2991,265,undergraduate,5,4,4,4,3,5
3004,268,undergraduate,4,3,4,3,2,4
3021,269,undergraduate,5,4,4,4,3,5
3030,278,undergraduate,5,3,4,4,2,5
3039,285,undergraduate,5,4,4,4,3,5
3044,288,high_school,5,3,4,4,2,4
3053,289,high_school,4,3,4,4,2,4
3062,293,undergraduate,5,4,4,4,3,5
3073,849,graduate,5,3,4,4,2,5
3082,855,undergraduate,5,3,4,4,2,5
3087,861,undergraduate,5,3,4,4,2,5
3096,863,graduate,5,3,4,4,2,5
3105,877,undergraduate,5,3,4,4,2,5
