session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
899,37,undergraduate,4,3,4,3,2,4
929,38,graduate,5,4,4,4,3,5
949,40,graduate,5,4,4,4,3,5
979,41,graduate,4,3,4,3,2,4
998,45,undergraduate,3,4,4,3,2,4
1028,47,undergraduate,4,3,4,3,2,4
1053,50,undergraduate,4,3,4,3,2,4
1078,55,undergraduate,4,3,4,3,2,4
1113,59,undergraduate,5,4,4,4,3,5
1133,67,undergraduate,4,3,4,3,2,4
1168,73,undergraduate,5,3,4,4,2,5
1183,123,graduate,5,3,4,4,2,5
1218,125,graduate,5,4,4,4,3,5
1238,127,graduate,5,4,4,4,3,5
1268,129,undergraduate,4,3,4,4,2,4
1293,131,undergraduate,4,3,4,3,2,4
1323,137,undergraduate,5,3,4,4,2,4
1333,143,graduate,5,4,4,4,3,5
1368,153,graduate,5,3,4,4,2,5
1388,154,graduate,4,3,4,3,2,4
1418,156,graduate,4,3,4,4,2,5
1453,166,graduate,5,3,4,4,2,5
1478,170,graduate,5,3,4,4,2,5
1503,172,high_school,5,4,4,3,2,4
1533,180,graduate,5,3,4,4,2,5
1558,188,high_school,4,3,4,3,2,4
1583,198,high_school,4,3,4,3,2,4
1612,214,high_school,4,3,4,3,2,4
1849,215,high_school,4,3,4,3,2,4
1629,219,high_school,5,4,4,3,2,4
1654,221,high_school,4,3,4,3,2,4
1679,228,undergraduate,4,3,4,4,2,4
1709,229,undergraduate,4,3,4,3,2,4
1729,237,undergraduate,5,4,4,4,3,5
1759,239,graduate,5,4,4,4,3,5
1794,241,graduate,5,4,4,4,3,5
1819,242,graduate,5,3,4,4,2,5
1876,244,graduate,5,3,4,4,2,5
1898,246,graduate,5,4,4,4,3,5
1921,250,graduate,4,3,4,4,2,5
1938,251,graduate,4,3,4,4,2,5
1965,254,graduate,5,4,4,4,3,5
1978,265,undergraduate,4,3,4,3,2,4
2008,268,undergraduate,4,3,4,3,2,4
2029,269,undergraduate,5,4,4,4,3,5
2060,278,undergraduate,4,3,4,3,2,4
2086,285,undergraduate,5,4,4,4,3,5
2120,288,high_school,4,3,4,3,2,4
2146,289,high_school,4,3,4,3,2,4
2177,293,undergraduate,5,4,4,4,3,5
1859,849,graduate,4,3,4,3,2,4
1886,855,undergraduate,4,3,4,4,2,4
1908,861,undergraduate,4,3,4,3,2,4
1943,863,graduate,5,3,4,4,2,5
1970,877,undergraduate,5,3,4,4,2,5
