session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
912,37,undergraduate,5,3,4,4,2,5
962,38,graduate,5,4,4,4,3,5
992,40,graduate,5,3,4,4,2,5
1027,41,graduate,5,4,4,4,3,5
1071,45,undergraduate,5,3,4,4,2,5
1121,47,undergraduate,4,3,4,4,2,4
1151,50,undergraduate,5,3,4,4,2,5
1201,55,undergraduate,5,3,4,4,2,5
1231,59,undergraduate,5,4,4,3,2,4
1276,67,undergraduate,5,4,4,3,2,4
1311,73,undergraduate,5,4,4,3,2,4
1356,123,graduate,4,3,4,4,2,5
1386,125,graduate,5,4,4,4,3,5
1436,127,graduate,5,3,4,4,2,5
1466,129,undergraduate,4,3,4,4,2,4
1516,131,undergraduate,5,3,4,4,2,5
1556,137,undergraduate,5,3,4,4,2,5
1596,143,graduate,5,4,4,4,3,5
1866,153,graduate,5,4,4,4,2,5
1652,154,graduate,5,4,4,4,3,5
1697,156,graduate,5,3,4,4,2,5
1742,166,graduate,5,4,4,3,2,5
1782,170,graduate,4,3,4,4,2,5
1812,172,high_school,4,3,4,3,2,4
1897,180,graduate,5,3,4,4,2,5
1928,188,high_school,5,4,4,4,2,5
1955,198,high_school,5,4,4,3,2,4
1985,214,high_school,5,4,4,4,3,5
2020,215,high_school,4,3,4,3,2,4
2059,219,high_school,5,3,4,4,2,5
2106,221,high_school,4,3,4,3,2,4
2163,228,undergraduate,5,4,4,4,3,5
2198,229,undergraduate,4,3,4,3,2,4
2233,237,undergraduate,4,3,4,4,2,4
2273,239,graduate,5,4,4,4,3,5
2313,241,graduate,5,4,4,4,3,5
2344,242,graduate,4,3,4,3,2,4
2377,244,graduate,5,4,4,4,3,5
2400,246,graduate,5,3,4,4,2,5
2418,250,graduate,5,3,4,4,2,5
2449,251,graduate,5,4,4,4,3,5
2471,254,graduate,5,4,4,4,2,5
2492,265,undergraduate,5,3,4,4,2,4
2522,268,undergraduate,5,3,4,4,2,5
2543,269,undergraduate,5,3,4,4,2,5
2568,278,undergraduate,5,4,4,4,3,5
2589,285,undergraduate,4,3,4,4,2,4
2614,288,high_school,5,4,4,3,2,4
2635,289,high_school,4,3,4,4,2,4
2665,293,undergraduate,5,4,4,3,2,4
1875,849,graduate,5,3,4,4,2,5
1916,855,undergraduate,5,3,4,4,2,5
1960,861,undergraduate,5,4,4,4,2,5
1998,863,graduate,4,3,4,4,2,5
2055,877,undergraduate,5,3,4,4,2,5
