session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
903,37,undergraduate,5,3,4,4,2,5
953,38,graduate,5,3,4,4,2,5
983,40,graduate,5,4,4,4,3,5
1013,41,graduate,5,3,4,4,2,5
593,45,undergraduate,5,3,4,4,2,4
598,47,undergraduate,4,3,4,4,2,4
604,50,undergraduate,5,3,4,4,2,5
608,55,undergraduate,5,4,4,4,3,5
614,59,undergraduate,4,3,4,4,2,5
619,67,undergraduate,5,3,4,4,2,5
624,73,undergraduate,5,3,4,4,2,5
628,123,graduate,5,4,4,4,3,5
634,125,graduate,5,4,4,4,2,5
640,127,graduate,5,4,4,4,3,5
645,129,undergraduate,4,3,4,4,2,4
649,131,undergraduate,5,3,4,4,2,5
655,137,undergraduate,5,4,4,4,3,5
659,143,graduate,4,3,4,3,2,4
667,153,graduate,5,3,4,4,2,5
671,154,graduate,5,3,4,4,2,5
676,156,graduate,5,4,4,4,3,5
681,166,graduate,5,4,4,3,2,5
686,170,graduate,5,4,4,3,2,5
691,172,high_school,4,3,4,4,2,4
695,180,graduate,5,3,4,4,2,5
704,188,high_school,5,4,4,4,2,5
711,198,high_school,4,3,4,3,2,4
719,214,high_school,4,3,4,3,2,4
726,215,high_school,4,3,4,3,2,4
732,219,high_school,4,3,4,3,2,4
738,221,high_school,4,3,4,3,2,4
745,228,undergraduate,5,4,4,4,3,5
750,229,undergraduate,5,3,4,4,2,4
755,237,undergraduate,5,3,4,4,2,5
759,239,graduate,5,4,4,4,2,5
764,241,graduate,5,4,4,3,2,5
767,242,graduate,5,3,4,5,2,5
771,244,graduate,5,3,4,4,2,5
776,246,graduate,5,3,4,4,2,5
780,250,graduate,5,4,4,3,2,5
784,251,graduate,5,4,4,4,3,5
788,254,graduate,5,4,4,4,3,5
791,265,undergraduate,5,4,4,4,3,5
795,268,undergraduate,5,3,4,4,2,5
799,269,undergraduate,5,3,4,4,2,5
803,278,undergraduate,4,3,4,4,2,4
807,285,undergraduate,5,3,4,4,2,5
810,288,high_school,5,4,4,4,3,5
813,289,high_school,4,3,4,3,2,4
817,293,undergraduate,5,3,4,4,2,5
2098,849,graduate,5,3,4,4,2,5
2155,855,undergraduate,4,3,4,4,2,4
2203,861,undergraduate,4,3,4,3,2,4
2243,863,graduate,5,3,4,4,2,5
2297,877,undergraduate,5,3,4,4,2,5
