session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
910,37,undergraduate,5,3,4,4,2,5
960,38,graduate,5,3,4,4,2,5
990,40,graduate,5,3,4,4,2,5
1025,41,graduate,5,4,4,4,3,5
1069,45,undergraduate,5,3,4,4,2,5
1119,47,undergraduate,5,3,4,4,2,5
1149,50,undergraduate,5,4,4,3,2,4
1199,55,undergraduate,5,4,4,4,3,5
1229,59,undergraduate,5,3,4,4,2,5
1274,67,undergraduate,5,4,4,3,2,4
1309,73,undergraduate,4,3,4,3,2,4
1354,123,graduate,5,4,4,4,3,5
1384,125,graduate,5,4,4,4,3,5
1434,127,graduate,5,3,4,4,2,5
1464,129,undergraduate,4,3,4,3,2,4
1514,131,undergraduate,4,3,4,4,2,4
1554,137,undergraduate,5,3,4,4,2,5
1594,143,graduate,5,3,4,4,2,5
1864,153,graduate,5,3,4,4,2,5
1650,154,graduate,4,3,4,4,2,5
1695,156,graduate,5,3,4,4,2,5
1740,166,graduate,4,3,4,4,2,5
1780,170,graduate,5,4,4,4,3,5
1810,172,high_school,4,3,4,4,2,4
1895,180,graduate,4,3,4,3,2,4
1926,188,high_school,4,3,4,3,2,4
1953,198,high_school,4,3,4,3,2,4
1983,214,high_school,5,4,3,4,2,5
2018,215,high_school,4,3,4,4,2,4
2057,219,high_school,5,4,4,4,3,5
2104,221,high_school,5,4,4,3,2,4
2161,228,undergraduate,5,4,4,4,3,5
2196,229,undergraduate,5,3,4,4,2,5
2231,237,undergraduate,4,3,4,4,2,4
2271,239,graduate,5,3,4,4,2,5
2311,241,graduate,5,3,4,4,2,5
2342,242,graduate,5,4,4,4,3,5
2375,244,graduate,5,3,4,4,2,5
2398,246,graduate,5,3,4,4,2,5
2416,250,graduate,5,4,4,4,3,5
2447,251,graduate,5,4,4,4,2,5
2469,254,graduate,5,4,4,4,3,5
2490,265,undergraduate,4,3,4,4,2,4
2520,268,undergraduate,4,3,4,4,2,4
2541,269,undergraduate,4,3,4,4,2,5
2566,278,undergraduate,4,3,4,3,2,4
2587,285,undergraduate,5,3,4,4,2,5
2612,288,high_school,5,4,4,4,3,5
2633,289,high_school,4,3,4,3,2,4
2663,293,undergraduate,4,3,4,3,2,4
1873,849,graduate,5,3,4,4,2,5
1914,855,undergraduate,5,3,4,4,2,5
1958,861,undergraduate,5,3,4,4,2,5
1996,863,graduate,5,3,4,4,2,5
2053,877,undergraduate,5,3,4,4,2,5
