session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
890,37,undergraduate,4,3,4,3,2,4
920,38,graduate,5,3,4,4,2,5
940,40,graduate,5,4,4,4,2,5
970,41,graduate,4,3,4,3,2,4
1009,45,undergraduate,5,3,4,4,2,4
1039,47,undergraduate,4,3,4,3,2,4
1059,50,undergraduate,4,3,4,3,2,4
1084,55,undergraduate,4,3,4,4,2,4
1094,59,undergraduate,5,3,4,4,2,4
1124,67,undergraduate,5,4,4,3,2,4
1154,73,undergraduate,4,3,4,4,2,4
1174,123,graduate,3,4,4,3,2,4
1204,125,graduate,5,3,4,4,2,5
1234,127,graduate,5,3,4,4,2,5
1254,129,undergraduate,4,3,4,3,2,4
1289,131,undergraduate,5,3,4,4,2,5
1319,137,undergraduate,4,3,4,3,2,4
1349,143,graduate,5,3,4,4,2,5
1374,153,graduate,5,3,4,4,2,5
1404,154,graduate,5,4,4,4,3,5
1424,156,graduate,5,3,4,4,2,5
1449,166,graduate,4,3,4,3,2,4
1474,170,graduate,5,3,4,4,2,5
1499,172,high_school,5,4,4,4,3,5
1529,180,graduate,5,3,4,4,2,5
1549,188,high_school,4,3,4,3,2,4
1579,198,high_school,4,3,4,3,2,4
1609,214,high_school,4,3,4,3,2,4
2005,215,high_school,4,3,4,3,2,4
1635,219,high_school,4,3,4,3,2,4
1660,221,high_school,5,4,4,3,2,4
1685,228,undergraduate,5,3,4,4,2,4
1715,229,undergraduate,5,3,4,4,2,5
1735,237,undergraduate,4,3,4,3,2,4
1765,239,graduate,4,3,4,3,2,4
1790,241,graduate,4,3,4,4,2,5
1815,242,graduate,5,4,4,4,3,5
1840,244,graduate,4,3,4,3,2,4
2034,246,graduate,5,3,4,4,2,5
2065,250,graduate,5,3,4,4,2,5
2095,251,graduate,4,3,4,4,2,5
2130,254,graduate,5,4,4,4,3,5
2165,265,undergraduate,4,3,4,3,2,4
2187,268,undergraduate,5,4,4,4,3,5
2209,269,undergraduate,5,4,4,4,2,5
2227,278,undergraduate,5,4,4,3,2,4
2254,285,undergraduate,4,3,4,3,2,4
2275,288,high_school,4,3,4,3,2,4
2303,289,high_school,4,3,4,3,2,4
2324,293,undergraduate,4,3,4,3,2,4
2014,849,graduate,4,3,4,4,2,5
2048,855,undergraduate,5,3,4,4,2,5
2083,861,undergraduate,5,4,4,4,3,5
2135,863,graduate,5,4,4,4,3,5
2170,877,undergraduate,4,3,4,4,2,4
