session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
888,37,undergraduate,5,3,4,4,2,5
918,38,graduate,4,3,4,4,2,5
938,40,graduate,5,4,4,4,3,5
968,41,graduate,4,3,4,4,2,5
386,45,undergraduate,4,3,4,4,2,4
387,47,undergraduate,5,4,4,3,2,4
389,50,undergraduate,4,3,4,3,2,4
391,55,undergraduate,4,3,4,3,2,4
392,59,undergraduate,5,3,4,4,2,5
394,67,undergraduate,4,3,4,3,2,4
396,73,undergraduate,5,3,4,4,2,5
398,123,graduate,5,4,4,4,3,5
401,125,graduate,4,3,4,3,2,4
403,127,graduate,4,3,4,4,2,5
405,129,undergraduate,5,3,4,4,2,5
407,131,undergraduate,5,3,4,4,2,5
408,137,undergraduate,5,4,4,4,3,5
411,143,graduate,4,3,4,3,2,4
414,153,graduate,5,3,4,4,2,5
417,154,graduate,5,3,4,4,2,5
421,156,graduate,4,3,4,4,2,5
424,166,graduate,3,4,4,3,2,4
427,170,graduate,4,3,4,4,2,5
430,172,high_school,4,3,4,3,2,4
433,180,graduate,5,3,4,4,2,5
435,188,high_school,4,3,4,3,2,4
438,198,high_school,4,3,4,3,2,4
441,214,high_school,4,3,4,3,2,4
444,215,high_school,5,4,4,4,3,5
446,219,high_school,5,4,4,4,3,5
449,221,high_school,3,4,4,3,2,3
453,228,undergraduate,5,3,4,4,2,5
456,229,undergraduate,4,3,4,4,2,4
459,237,undergraduate,4,3,4,3,2,4
462,239,graduate,4,3,4,4,2,5
466,241,graduate,4,3,4,3,2,4
468,242,graduate,4,3,4,4,2,5
472,244,graduate,5,4,4,4,3,5
475,246,graduate,5,3,4,4,2,5
477,250,graduate,5,4,4,4,2,5
480,251,graduate,4,3,4,3,2,4
483,254,graduate,5,3,4,4,2,5
487,265,undergraduate,4,3,4,3,2,4
490,268,undergraduate,5,3,4,4,2,5
493,269,undergraduate,5,3,4,4,2,5
495,278,undergraduate,5,4,4,4,3,5
499,285,undergraduate,5,3,4,4,2,5
501,288,high_school,4,3,4,3,2,3
504,289,high_school,4,3,4,3,2,4
507,293,undergraduate,4,3,4,4,2,4
2012,849,graduate,4,3,4,3,2,4
2046,855,undergraduate,5,3,4,4,2,5
2081,861,undergraduate,4,3,4,3,2,4
2133,863,graduate,5,4,4,4,3,5
2168,877,undergraduate,5,4,4,4,2,5
