session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
891,37,undergraduate,5,4,4,4,3,5
921,38,graduate,5,3,4,4,2,5
941,40,graduate,5,3,4,4,2,5
971,41,graduate,5,3,4,4,2,5
1010,45,undergraduate,5,3,4,4,2,5
1040,47,undergraduate,4,3,4,3,2,4
1060,50,undergraduate,3,4,4,3,2,4
1085,55,undergraduate,4,3,4,4,2,4
1095,59,undergraduate,4,3,4,3,2,4
1125,67,undergraduate,4,3,4,3,2,4
1155,73,undergraduate,5,3,4,4,2,5
1175,123,graduate,5,4,4,4,3,5
1205,125,graduate,5,4,4,4,3,5
1235,127,graduate,5,3,4,4,2,5
1255,129,undergraduate,4,3,4,4,2,4
1290,131,undergraduate,4,3,4,4,2,4
1320,137,undergraduate,5,3,4,4,2,5
1350,143,graduate,5,3,4,4,2,5
1375,153,graduate,5,3,4,4,2,5
1405,154,graduate,5,4,4,4,3,5
1425,156,graduate,5,3,4,4,2,5
1450,166,graduate,4,3,4,3,2,4
1475,170,graduate,5,3,4,4,2,5
1500,172,high_school,4,3,4,3,2,4
1530,180,graduate,5,3,4,4,2,5
1550,188,high_school,4,3,4,3,2,4
1580,198,high_school,4,3,4,3,2,4
1610,214,high_school,4,3,4,3,2,4
2006,215,high_school,4,3,4,3,2,4
1636,219,high_school,5,4,4,3,2,4
1661,221,high_school,5,4,4,3,2,4
1686,228,undergraduate,4,3,4,4,2,4
1716,229,undergraduate,4,3,4,3,2,4
1736,237,undergraduate,5,4,4,3,2,4
1766,239,graduate,5,3,4,4,2,5
1791,241,graduate,5,4,4,4,3,5
1816,242,graduate,4,3,4,4,2,5
1841,244,graduate,4,3,4,4,2,5
2035,246,graduate,5,3,4,4,2,5
2066,250,graduate,4,3,4,4,2,5
2096,251,graduate,4,3,4,4,2,5
2131,254,graduate,5,4,4,4,3,5
2166,265,undergraduate,5,3,4,4,2,5
2188,268,undergraduate,5,3,4,4,2,5
2210,269,undergraduate,5,3,4,4,2,5
2228,278,undergraduate,5,3,4,4,2,5
2255,285,undergraduate,5,3,4,4,2,5
2276,288,high_school,4,3,4,3,2,4
2304,289,high_school,4,3,4,3,2,4
2325,293,undergraduate,4,3,4,3,2,4
2015,849,graduate,5,4,4,4,3,5
2049,855,undergraduate,4,3,4,3,2,4
2084,861,undergraduate,4,3,4,3,2,4
2136,863,graduate,5,4,4,4,2,5
2171,877,undergraduate,4,3,4,4,2,4
