session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2221,37,undergraduate,5,3,4,4,2,5
2257,38,graduate,4,3,4,3,2,4
2292,40,graduate,5,3,4,4,2,5
2327,41,graduate,4,3,4,3,2,4
302,45,undergraduate,4,2,3,4,2,4
304,47,undergraduate,5,3,3,5,1,5
305,50,undergraduate,5,3,3,4,2,5
306,55,undergraduate,5,3,3,4,2,5
307,59,undergraduate,5,3,3,4,2,5
308,67,undergraduate,5,3,4,5,2,5
309,73,undergraduate,5,3,3,4,2,5
310,123,graduate,5,2,2,5,1,4
311,125,graduate,3,2,2,3,1,4
312,127,graduate,5,2,2,4,1,4
313,129,undergraduate,5,4,4,4,2,5
314,131,undergraduate,5,3,3,5,2,5
315,137,undergraduate,5,3,3,4,2,4
316,143,graduate,5,2,3,4,1,4
317,153,graduate,5,2,2,4,1,5
318,154,graduate,4,2,2,4,1,4
319,156,graduate,4,2,2,3,1,4
320,166,graduate,3,2,2,3,1,4
321,170,graduate,4,2,2,4,1,4
322,172,high_school,5,3,3,5,2,5
323,180,graduate,4,2,2,3,1,4
324,188,high_school,5,4,4,5,2,5
325,198,high_school,5,4,4,4,2,5
326,214,high_school,5,3,4,5,2,5
327,215,high_school,5,3,3,5,2,5
328,219,high_school,5,4,4,4,2,5
329,221,high_school,5,3,3,4,2,4
330,228,undergraduate,5,3,3,5,2,5
331,229,undergraduate,5,3,3,4,2,5
332,237,undergraduate,5,3,3,5,2,5
333,239,graduate,4,2,2,4,1,5
334,241,graduate,4,2,2,4,1,5
335,242,graduate,4,2,2,3,1,5
336,244,graduate,4,2,2,4,1,4
337,246,graduate,3,2,2,4,1,5
338,250,graduate,3,2,2,4,1,4
339,251,graduate,4,2,2,4,1,5
340,254,graduate,4,2,2,4,1,5
341,265,undergraduate,5,3,3,4,2,4
342,268,undergraduate,5,3,3,4,2,4
343,269,undergraduate,5,2,3,4,1,5
344,278,undergraduate,5,4,4,4,2,5
345,285,undergraduate,5,3,3,4,2,4
346,288,high_school,5,3,4,4,2,5
347,289,high_school,5,4,4,3,2,4
348,293,undergraduate,5,3,3,5,1,5
3071,849,graduate,5,3,4,4,2,5
3080,855,undergraduate,5,4,4,4,2,5
3085,861,undergraduate,5,3,4,4,2,5
3094,863,graduate,5,4,4,4,3,5
3103,877,undergraduate,5,4,4,4,3,5
