session_id,real_session_id,education_level,accomplishment,effort_required,mental_demand,perceived_controllability,temporal_demand,trust
2225,37,undergraduate,4,3,4,3,2,4
2261,38,graduate,5,4,4,4,2,5
2296,40,graduate,5,3,4,4,2,5
2331,41,graduate,5,4,4,4,3,5
2350,45,undergraduate,5,3,4,4,2,5
2370,47,undergraduate,4,3,4,3,2,4
2389,50,undergraduate,4,3,4,3,2,4
2407,55,undergraduate,4,3,4,3,2,4
2421,59,undergraduate,5,3,4,4,2,5
2439,67,undergraduate,4,3,4,4,2,4
2465,73,undergraduate,5,3,4,4,2,5
2482,123,graduate,5,4,4,4,3,5
2499,125,graduate,5,4,4,4,3,5
2512,127,graduate,5,3,4,4,2,5
2537,129,undergraduate,5,3,4,4,2,5
2558,131,undergraduate,5,3,4,4,2,5
2575,137,undergraduate,4,3,4,4,2,4
2600,143,graduate,5,3,4,4,2,5
2617,153,graduate,5,3,4,4,2,5
2638,154,graduate,5,4,4,4,2,5
2659,156,graduate,5,3,4,4,2,5
2680,166,graduate,5,4,4,4,3,5
2697,170,graduate,5,4,4,4,3,5
2706,172,high_school,5,4,4,4,3,5
2727,180,graduate,5,3,4,4,2,5
2744,188,high_school,4,3,4,3,2,4
2761,198,high_school,4,3,4,3,2,4
2770,214,high_school,4,3,4,3,2,4
2791,215,high_school,4,3,4,3,2,4
2808,219,high_school,4,3,4,3,2,4
2821,221,high_school,5,4,4,4,3,5
2834,228,undergraduate,5,4,4,4,3,5
2851,229,undergraduate,4,3,4,3,2,4
2872,237,undergraduate,4,3,4,4,2,4
2889,239,graduate,5,3,4,4,2,5
2898,241,graduate,5,4,4,4,3,5
2911,242,graduate,5,3,4,4,2,5
2924,244,graduate,5,3,4,4,2,5
2941,246,graduate,5,4,4,4,2,5
2954,250,graduate,5,3,4,4,2,5
2967,251,graduate,4,3,4,3,2,4
2984,254,graduate,4,3,4,4,2,5
2993,265,undergraduate,4,3,4,3,2,4
3006,268,undergraduate,5,3,4,4,2,5
3023,269,undergraduate,5,3,4,4,2,5
3032,278,undergraduate,5,3,4,4,2,4
3041,285,undergraduate,5,4,4,4,2,5
3046,288,high_school,4,3,4,3,2,4
3055,289,high_school,4,3,4,3,2,4
3064,293,undergraduate,5,4,4,4,3,5
3075,849,graduate,5,4,4,4,3,5
3084,855,undergraduate,5,4,4,3,2,4
3089,861,undergraduate,5,3,4,4,2,5
3098,863,graduate,5,3,4,4,2,5
3107,877,undergraduate,4,3,4,3,2,4
